nct_id,intervention_type,intervention_name
NCT06364423,DRUG,Cyclophosphamide
NCT06364423,DRUG,Fludarabine
NCT06364423,DRUG,Rituximab
NCT07444268,DRUG,DSP-5336
NCT07444268,DRUG,[14C]-DSP-5336
NCT06357182,DRUG,Azacitidine
NCT06357182,PROCEDURE,Biospecimen Collection
NCT06357182,PROCEDURE,Bone Marrow Biopsy
NCT06357182,PROCEDURE,Echocardiography Test
NCT06357182,DRUG,Iadademstat
NCT06357182,PROCEDURE,Multigated Acquisition Scan
NCT06357182,OTHER,Questionnaire Administration
NCT06357182,DRUG,Venetoclax
NCT06575296,PROCEDURE,Biospecimen Collection
NCT06575296,PROCEDURE,Bone Marrow Aspiration
NCT06575296,PROCEDURE,Bone Marrow Biopsy
NCT06575296,PROCEDURE,Echocardiography
NCT06575296,OTHER,Electronic Health Record Review
NCT06575296,OTHER,Quality-of-Life Assessment
NCT06575296,OTHER,Questionnaire Administration
NCT06575296,DRUG,Revumenib
NCT06339775,DRUG,Blinatumomab
NCT04049539,DRUG,Liposome-encapsulated Daunorubicin-Cytarabine
NCT06937554,OTHER,"observational follow up aimed at evaluating functional, physical, cognitive, and nutritional parameters"
NCT05367700,DRUG,HS-10382(Part 1: Dose escalation)
NCT05367700,DRUG,HS-10382(Part 2: Dose expansion)
NCT05445011,DRUG,Fludarabine + Cyclophosphamide + TAA05 Cell Injection
NCT06315309,DRUG,ATG Combined with Tacrolimus and Mini Methotrexate
NCT07257419,DRUG,Anti-Thymocyte Globulin (Rabbit)
NCT07257419,DRUG,Cyclophosphamide
NCT07257419,DRUG,Fludarabine
NCT07257419,DRUG,Thiotepa
NCT07257419,DRUG,Mesna
NCT07257419,DRUG,Melphalan
NCT07257419,DRUG,Filgrastim
NCT07257419,DEVICE,CliniMACS System
NCT06754267,DRUG,Venetoclax
NCT06754267,DRUG,Olverembatinib
NCT06754267,DRUG,Predinisone
NCT05260528,DRUG,Cytarabine and Idarubicin
NCT05260528,DRUG,CPX-315
NCT05528939,DEVICE,EndeavorRx
NCT05528939,OTHER,Control video game
NCT03630991,DRUG,Edetate Calcium Disodium
NCT03630991,DIETARY_SUPPLEMENT,Multivitamin
NCT03630991,DRUG,Succimer
NCT03017820,PROCEDURE,Biopsy Procedure
NCT03017820,PROCEDURE,Biospecimen Collection
NCT03017820,PROCEDURE,Bone Marrow Biopsy
NCT03017820,PROCEDURE,Computed Tomography
NCT03017820,DRUG,Cyclophosphamide
NCT03017820,PROCEDURE,Positron Emission Tomography
NCT03017820,BIOLOGICAL,Recombinant Vesicular Stomatitis Virus-expressing Human Interferon Beta and Sodium-Iodide Symporter
NCT03017820,PROCEDURE,Single Photon Emission Computed Tomography
NCT03017820,BIOLOGICAL,Cemiplimab
NCT03017820,DRUG,Ruxolitinib
NCT03017820,BIOLOGICAL,Nivolumab
NCT03017820,PROCEDURE,Multigated Acquisition Scan
NCT03017820,PROCEDURE,Echocardiography Test
NCT03017820,PROCEDURE,Bone Marrow Aspiration
NCT07074496,DRUG,ThisCART19A
NCT07074496,DRUG,Fludarabine
NCT07074496,DRUG,Cyclophosphamide
NCT07074496,DRUG,Olverembatinib
NCT06978088,DRUG,LP-168
NCT06978088,DRUG,Obinutuzumab
NCT04256317,DRUG,Azacitidine
NCT04256317,DRUG,ASTX030 (cedazuridine + azacitidine)
NCT04256317,DRUG,Cedazuridine
NCT04256317,DRUG,Venetoclax
NCT05876923,PROCEDURE,Biospecimen Collection
NCT05876923,OTHER,Cardiopulmonary Exercise Testing
NCT05876923,PROCEDURE,Dual X-ray Absorptiometry
NCT05876923,OTHER,Electronic Health Record Review
NCT05876923,OTHER,Exercise Intervention
NCT05876923,PROCEDURE,Physical Examination
NCT05876923,OTHER,Questionnaire Administration
NCT05876923,PROCEDURE,Spirometry
NCT05876923,OTHER,Physical Performance Testing
NCT05876923,OTHER,Best Practice
NCT06904482,BIOLOGICAL,Haplo-Identical / Cord Blood Transplant
NCT07154823,OTHER,None - Observational Study
NCT06794762,OTHER,Conventional exercises
NCT06794762,OTHER,Core stabilization exercises in addition to conventional exercises
NCT06876662,DRUG,Pirtobrutinib
NCT06249880,OTHER,Observation
NCT06299540,BEHAVIORAL,Individual Physical Activity Intervention (IPAI)
NCT06299540,DRUG,Ibrutinib
NCT06539182,DRUG,DZD8586
NCT06229860,OTHER,Interview
NCT06199557,DRUG,"Hydroxyurea, Hydroxycarbamide"
NCT06199557,DRUG,Valproic acid
NCT06199557,DRUG,6-Mercaptopurine (6-MP)
NCT04430530,BIOLOGICAL,Infusion of 4SCAR-T specific to CD22/CD123/CD38/ CD10/CD20
NCT04707300,DRUG,Human T Lymphoid Progenitor (HTLP) injection
NCT04836507,BIOLOGICAL,CRC01
NCT04836507,DRUG,Fludarabine
NCT04836507,DRUG,Cyclophosphamide
NCT05262673,BIOLOGICAL,Antigen-specific T cells CART/CTL and DCvac
NCT06593145,BIOLOGICAL,FCTX-CL19-1 (Tarcidomgen Kimleucel)
NCT02889003,DRUG,Pioglitazone + TKI
NCT00412594,DRUG,Cladribine
NCT00412594,OTHER,Laboratory Biomarker Analysis
NCT00412594,BIOLOGICAL,Rituximab
NCT06307600,DRUG,RD06-03 cell injection
NCT07252336,DRUG,CD19 CAR-T cells
NCT07566364,DRUG,Mosunetuzumab
NCT06296368,BEHAVIORAL,Preference Reporting to Improve Management and Experience (PRIME)
NCT06890065,DRUG,JY231 Injection
NCT07030400,DRUG,Bruton's tyrosine kinase inhibitor
NCT07030400,DRUG,B-Cell Lymphoma 2 Protein Inhibitor
NCT05908409,DRUG,IDP-121
NCT06874946,BIOLOGICAL,CD5-targeted CAR-T cells
NCT06458244,PROCEDURE,Allogeneic Hematopoietic Stem Cell Transplantation
NCT06458244,DRUG,Chemotherapy
NCT06882057,DRUG,Blinatumomab
NCT06882057,DRUG,Reinduction-2 omission
NCT06882057,DRUG,Chemo-light Maintenance 2
NCT06543381,PROCEDURE,Biospecimen Collection
NCT06543381,DRUG,Olutasidenib
NCT06564493,RADIATION,TBI
NCT06564493,RADIATION,TMLI
NCT06564493,DRUG,Cyclophosphamide
NCT07259707,DRUG,GVA + HDAC Consolidation & Gilteritinib Maintenance
NCT06762132,BIOLOGICAL,CD33 CAR T-cells
NCT07445438,OTHER,Multi-omics analyses
NCT07445438,BIOLOGICAL,Functional tests
NCT05735717,DRUG,Fludarabine
NCT05735717,DRUG,Busulfan
NCT05735717,DRUG,Melphalan
NCT05735717,DRUG,Rituximab
NCT05735717,DRUG,Levetiracetam
NCT05735717,BIOLOGICAL,Alpha/Beta T Cell-Depleted Hematopoietic Stem Cells
NCT05735717,DRUG,Thymoglobulin
NCT05735717,DRUG,Cyclophosphamide
NCT07246707,DRUG,KSV01 Injection
NCT06237192,DRUG,"blinatumomab for B-ALL, venetoclax for T-ALL"
NCT06636552,DRUG,Daratumumab (Subcutaneously)
NCT06717958,DRUG,Ivosidenib 250 MG (milligram)
NCT05281809,DRUG,Chimeric Antigen Receptor (CAR) T-Cell Product (Autologous)
NCT06152809,BIOLOGICAL,Cytokine-Induced Memory-like Natural Killer Cells
NCT06152809,BIOLOGICAL,Interleukin-2
NCT06152809,DRUG,Venetoclax
NCT04941716,DRUG,Acalabrutinib
NCT04941716,DRUG,Venetoclax
NCT04941716,PROCEDURE,Biospecimen Collection
NCT04941716,PROCEDURE,Bone Marrow Aspiration
NCT04941716,PROCEDURE,Bone Marrow Biopsy
NCT04941716,PROCEDURE,Computed Tomography
NCT04941716,PROCEDURE,Magnetic Resonance Imaging
NCT04841447,OTHER,Study sample collection
NCT05736965,DRUG,Selinexor
NCT05736965,DRUG,Azacitidine
NCT05736965,DRUG,Venetoclax
NCT03666000,BIOLOGICAL,Azer-cel
NCT03666000,DRUG,Fludarabine
NCT03666000,DRUG,Cyclophosphamide
NCT03666000,DRUG,IL-2
NCT06541444,DRUG,NK520
NCT05745714,DRUG,Ruxolitinib
NCT05745714,DRUG,Venetoclax
NCT05745714,DRUG,Dexamethasone
NCT05745714,DRUG,Cyclophosphamide
NCT05745714,DRUG,Cytarabine
NCT05745714,DRUG,intrathecal chemotherapy
NCT06704152,DRUG,SOC + BSB-1001 Dose Escalation Cohort
NCT06704152,DRUG,SOC+BSB-1001 Expansion Dose
NCT04848064,DRUG,Cyclophosphamide
NCT04848064,DRUG,Fludarabine
NCT04848064,BIOLOGICAL,Mogamulizumab
NCT04848064,BIOLOGICAL,Natural Killer Cell Therapy
NCT04848064,OTHER,Quality-of-Life Assessment
NCT04848064,OTHER,Questionnaire Administration
NCT03683433,DRUG,Azacitidine
NCT03683433,DRUG,Enasidenib Mesylate
NCT06393985,DRUG,"Decitabine, venetoclax and blinatumomab"
NCT05792007,PROCEDURE,Biological sampling in patients
NCT05792007,PROCEDURE,Biological sampling in control patients
NCT06626893,BIOLOGICAL,Functional tests
NCT06626893,GENETIC,Next Generation Sequencing analysis
NCT06626893,BIOLOGICAL,Microvesicles analysis
NCT06980155,BIOLOGICAL,Personalized neoantigen tumor vaccine
NCT06980155,BIOLOGICAL,PD-1 inhibitor
NCT07012447,DRUG,Venetoclax
NCT07012447,DRUG,Azacitidine
NCT07012447,DRUG,Cytarabine
NCT07500441,DIAGNOSTIC_TEST,Individualized Digital PCR (dPCR) monitoring
NCT05405387,DRUG,Budesonide EC
NCT05405387,DRUG,Placebo
NCT07202091,DRUG,Trimethoprim Sulfamethoxazole
NCT07202091,DRUG,Amoxycillin/clavulanic acid
NCT07202091,BIOLOGICAL,Immune Globulin Intravenous
NCT00801489,DRUG,Cytarabine
NCT00801489,DRUG,Decitabine
NCT00801489,BIOLOGICAL,Filgrastim-sndz
NCT00801489,DRUG,Fludarabine Phosphate
NCT00801489,DRUG,Gemtuzumab Ozogamicin
NCT00801489,DRUG,Idarubicin
NCT00801489,OTHER,Laboratory Biomarker Analysis
NCT06722638,OTHER,Use of Virtual Reality Headset
NCT06537843,DRUG,Venetoclax
NCT06537843,DRUG,Cytarabine Injection
NCT06537843,DRUG,Metformin
NCT07613385,OTHER,Observational
NCT06530576,DRUG,Thalidomide and methotrexate
NCT05918640,DRUG,Lurbinectedin
NCT05621291,DIAGNOSTIC_TEST,NGS testing
NCT06487247,BEHAVIORAL,HEME-Hospice Program
NCT07101497,DRUG,BN104 monotherapy
NCT06287528,BIOLOGICAL,19-28z/IL-18 CAR T cells
NCT06163430,DRUG,TERN-701
NCT07300683,BIOLOGICAL,CARCCR9 T cells
NCT04016129,BIOLOGICAL,4SCAR-CD22/CD123/CD38/CD10/CD20/TSLPR
NCT06316427,DRUG,Autologous CD7 CAR T-cell
NCT06316427,DRUG,Prior-HSCT donor-derived CD7 CAR T-cell
NCT06316427,DRUG,New donor-derived CD7 CAR T-cell
NCT06472128,BEHAVIORAL,DREAMLAND
NCT06472128,BEHAVIORAL,VITAL WELLNESS
NCT06528301,GENETIC,UB-VV111
NCT06528301,DRUG,rapamycin
NCT07709195,DRUG,Sodium Copper Chlorophyllin
NCT06378437,DRUG,GLB-001
NCT02760238,OTHER,Observational
NCT05780034,DRUG,AC676
NCT07617285,DRUG,CAR-T cells chimeric antigen receptor T cells
NCT06536452,OTHER,Non-Interventional Study
NCT07007052,DRUG,Venetoclax
NCT07007052,DRUG,Tagraxofusp
NCT00501826,DRUG,Cyclophosphamide
NCT00501826,DRUG,Cytarabine
NCT00501826,DRUG,Dexamethasone
NCT00501826,DRUG,Doxorubicin Hydrochloride
NCT00501826,DRUG,Mercaptopurine
NCT00501826,DRUG,Methotrexate
NCT00501826,DRUG,Nelarabine
NCT00501826,DRUG,Pegaspargase
NCT00501826,DRUG,Prednisone
NCT00501826,DRUG,Venetoclax
NCT00501826,DRUG,Vincristine Sulfate
NCT05043571,BIOLOGICAL,CAR T-cell therapy
NCT06557421,DRUG,Venetoclax
NCT06557421,DRUG,Azacitidine
NCT07321626,DRUG,Romiplostim N01
NCT07321626,OTHER,Standard Supportive Care
NCT05375617,OTHER,Observational
NCT04318678,DRUG,CD123-CAR T
NCT04318678,DRUG,Cyclophosphamide
NCT04318678,DRUG,Fludarabine
NCT04318678,DRUG,Mesna
NCT04318678,DRUG,Rituximab
NCT05678621,DRUG,trimethoprim-sulfamethoxazole (co-trimoxazole)
NCT05678621,DRUG,amoxycillin/clavulanic acid and ciprofloxacin
NCT05678621,DRUG,Immunoglobulins
NCT06368414,DRUG,Asciminib
NCT06708897,DRUG,Lonitoclax (ZE50-0134)
NCT06224257,DRUG,Linperlisib
NCT05336812,DRUG,Acalabrutinib
NCT05336812,BIOLOGICAL,Obinutuzumab
NCT05336812,DRUG,Venetoclax
NCT06810583,DRUG,Dalbavancin
NCT06810583,DRUG,Fluoroquinolone (either ciprofloxacin or levofloxacin at the discretion of the treating clinician)
NCT05672251,PROCEDURE,Biopsy
NCT05672251,PROCEDURE,Biospecimen Collection
NCT05672251,PROCEDURE,Computed Tomography
NCT05672251,BIOLOGICAL,Loncastuximab Tesirine
NCT05672251,BIOLOGICAL,Mosunetuzumab
NCT05672251,PROCEDURE,Positron Emission Tomography
NCT05907057,DRUG,Ivosidenib 500mg Oral Tablet
NCT05907057,DRUG,Azacitidine
NCT05184842,DRUG,Venetoclax
NCT05184842,DRUG,Decitabine
NCT06250959,DRUG,Blinatumomab Injection [Blincyto]
NCT06250959,DRUG,Doxorubicin
NCT06088888,DRUG,TGRX-678
NCT07522905,BEHAVIORAL,Virtual BUDDY-Movement Therapy
NCT06651229,DRUG,JNJ-90189892
NCT06651229,DRUG,Azacitadine (AZA)
NCT06651229,DRUG,Venetoclax (VEN)
NCT06357754,BIOLOGICAL,Idecabtagene vicleucel
NCT06357754,BIOLOGICAL,Lisocabtagene maraleucel
NCT06237803,OTHER,storage of biological samples
NCT05659732,DRUG,PEP07
NCT06055621,DRUG,Dasatinib
NCT06420063,BIOLOGICAL,CD123/CD33 CART
NCT07591649,BIOLOGICAL,AdaptNK
NCT07591649,DRUG,Fludarabine
NCT07591649,DRUG,Cyclophosphamide
NCT07591649,DRUG,IL-2
NCT06547528,DRUG,ONO-4685
NCT06969430,DRUG,Debio 1562M
NCT03911128,OTHER,Observational
NCT04603872,DRUG,CD19/BCMA Targeted CAR T-cells and dasatinib
NCT04603872,DRUG,CD19/BCMA Targeted CAR T-cells
NCT07487428,OTHER,Diet
NCT06819475,DIAGNOSTIC_TEST,Magnetic Resonance Imaging
NCT06819475,DIAGNOSTIC_TEST,Magnetic Resonance Spectroscopy
NCT06819475,OTHER,Physical function assessment
NCT06819475,OTHER,Peripheral blood sample
NCT06819475,OTHER,Skeletal muscle biopsy
NCT06819475,DIAGNOSTIC_TEST,Muscle Ultrasound
NCT03150693,DRUG,Allopurinol
NCT03150693,DRUG,Cytarabine
NCT03150693,DRUG,Daunorubicin Hydrochloride
NCT03150693,DRUG,Vincristine Sulfate
NCT03150693,DRUG,Dexamethasone
NCT03150693,DRUG,Pegylated L-Asparaginase
NCT03150693,DRUG,Methotrexate
NCT03150693,PROCEDURE,Bone Marrow Aspiration and Biopsy
NCT03150693,DRUG,Cyclophosphamide
NCT03150693,DRUG,Mercaptopurine
NCT03150693,BIOLOGICAL,Rituximab
NCT03150693,DRUG,Doxorubicin
NCT03150693,DRUG,Thioguanine
NCT03150693,BIOLOGICAL,Inotuzumab Ozogamicin
NCT03150693,OTHER,Laboratory Biomarker Analysis
NCT02390752,DRUG,TURALIO(R)
NCT06996119,PROCEDURE,Biospecimen Collection
NCT06996119,DRUG,Busulfan
NCT06996119,PROCEDURE,Computed Tomography
NCT06996119,DRUG,Cyclophosphamide
NCT06996119,PROCEDURE,Echocardiography Test
NCT06996119,BIOLOGICAL,Emapalumab
NCT06996119,DRUG,Fludarabine
NCT06996119,PROCEDURE,Hematopoietic Cell Transplantation
NCT06996119,DRUG,Melphalan
NCT06996119,PROCEDURE,Multigated Acquisition Scan
NCT06996119,DRUG,Mycophenolate Mofetil
NCT06996119,OTHER,Questionnaire Administration
NCT06996119,DRUG,Tacrolimus
NCT07033598,DRUG,Pacritinib
NCT07033598,DRUG,Hydroxyurea
NCT05451979,DEVICE,MedBIKE HIIT
NCT03999723,DIETARY_SUPPLEMENT,Vitamin C
NCT03999723,DIETARY_SUPPLEMENT,Placebo
NCT07155226,DRUG,AZD3632
NCT07155226,DRUG,Posaconazole
NCT07218510,PROCEDURE,Biospecimen Collection
NCT07218510,PROCEDURE,Bone Marrow Aspiration
NCT07218510,PROCEDURE,Bone Marrow Biopsy
NCT07218510,PROCEDURE,Computed Tomography
NCT07218510,OTHER,Electronic Health Record Review
NCT07218510,BIOLOGICAL,Epcoritamab
NCT07218510,PROCEDURE,Magnetic Resonance Imaging
NCT07218510,BIOLOGICAL,Obinutuzumab
NCT07218510,DRUG,Venetoclax
NCT06760260,DRUG,Human Derived anti-CI135 CAR-T Injection
NCT05475925,DRUG,DR-01
NCT04293562,PROCEDURE,Allogeneic Hematopoietic Stem Cell Transplantation
NCT04293562,DRUG,Asparaginase Erwinia chrysanthemi
NCT04293562,PROCEDURE,Biospecimen Collection
NCT04293562,PROCEDURE,Bone Marrow Aspiration
NCT04293562,PROCEDURE,Bone Marrow Biopsy
NCT04293562,PROCEDURE,Computed Tomography
NCT04293562,DRUG,Cytarabine
NCT04293562,DRUG,Daunorubicin Hydrochloride
NCT04293562,DRUG,Dexrazoxane Hydrochloride
NCT04293562,DRUG,Etoposide
NCT04293562,OTHER,Fludeoxyglucose F-18
NCT04293562,DRUG,Gemtuzumab Ozogamicin
NCT04293562,DRUG,Gilteritinib Fumarate
NCT04293562,DRUG,Liposome-encapsulated Daunorubicin-Cytarabine
NCT04293562,PROCEDURE,Magnetic Resonance Imaging
NCT04293562,DRUG,Methotrexate
NCT04293562,DRUG,Mitoxantrone Hydrochloride
NCT04293562,PROCEDURE,Positron Emission Tomography
NCT04293562,OTHER,Questionnaire Administration
NCT04293562,DRUG,Therapeutic Hydrocortisone
NCT05010122,DRUG,Decitabine and Cedazuridine
NCT05010122,DRUG,Gilteritinib
NCT05010122,DRUG,Venetoclax
NCT02781883,DRUG,BP1001 in combination with Ventoclax plus decitabine
NCT02781883,DRUG,BP1001 plus decitabine
NCT03934372,DRUG,Ponatinib
NCT06073769,DRUG,Oral azacitidine
NCT07551037,BIOLOGICAL,Active Immunotherapy
NCT07551037,OTHER,after 6 courses of routine consolidation chemotherapy
NCT07551037,OTHER,during 6 courses of routine consolidation chemotherapy
NCT06066905,DRUG,chidamide and azacitidine
NCT05272293,BIOLOGICAL,NK cell infusions
NCT06765876,BIOLOGICAL,Autologous CAR123 T lymphocytes
NCT06544785,DRUG,Zanubrutinib Oral Product
NCT06544785,DRUG,Obinutuzumab
NCT06648889,DRUG,Isatuximab
NCT06756152,DRUG,"Conditioning regimen: Treosulfan 42 g/m2/course or total body irradiation 12 Gray/course, Etoposide 60 mg/kg , Fludarabine 150"
NCT06757855,DRUG,Olverembatinib
NCT06757855,DRUG,Venetoclax
NCT06757855,DRUG,Azacitidine
NCT06250595,OTHER,Collection of clinical and laboratory data from EHR.
NCT06899581,DIETARY_SUPPLEMENT,Enteral nutrition Food Derived Ingredient
NCT05270200,DRUG,Azacitidine
NCT05270200,DRUG,Chidamide
NCT07663864,DRUG,Luspatercept Injectable Product
NCT07362095,DRUG,Luspatercept
NCT06225128,OTHER,Biobanking blood
NCT06225128,OTHER,Bone marrow specimens
NCT03439371,OTHER,HLA-mismatched micro-transplantation after induction chemotherapy
NCT06846671,DRUG,BGB-16673
NCT06846671,DRUG,Bendamustine
NCT06846671,DRUG,Idelalisib
NCT06846671,DRUG,Rituximab
NCT06846671,DRUG,Venetoclax
NCT06104566,DRUG,lisaftoclax +BTK inhibitor
NCT06104566,DRUG,BTK inhibitor
NCT05010005,DRUG,Ruxolitinib
NCT05010005,DRUG,Duvelisib
NCT06557161,RADIATION,TBI
NCT06557161,RADIATION,TMLI
NCT06557161,DRUG,Cyclophosphamide
NCT07203742,OTHER,mandala painting
NCT04187105,RADIATION,Conditioning regimen with half-matched (haploidentical) stem cell transplant
NCT04187105,DRUG,Conditioning regimen with half-matched (haploidentical) stem cell transplant
NCT04187105,DEVICE,Conditioning regimen with half-matched (haploidentical) stem cell transplant
NCT04187105,OTHER,Conditioning regimen with half-matched (haploidentical) stem cell transplant
NCT06927466,BIOLOGICAL,B019
NCT04758975,DRUG,Venetoclax
NCT04758975,DRUG,Rituximab
NCT04758975,DRUG,Ibrutinib
NCT07191119,DEVICE,Soterix tVNS device
NCT07191119,DEVICE,Soterix tVNS device (sham programmed)
NCT07191119,BEHAVIORAL,Sleep Quality
NCT07191119,BEHAVIORAL,Neurocognitive and mental health outcomes
NCT03586609,DRUG,Azacitidine
NCT03586609,DRUG,Cladribine
NCT03586609,DRUG,Cytarabine
NCT03586609,DRUG,Venetoclax
NCT03801434,DRUG,Ruxolitinib
NCT06146257,DRUG,GLB-001
NCT07014449,DRUG,WBC100 QD
NCT06533748,DRUG,Dexamethasone
NCT06533748,DRUG,Vincristine
NCT06533748,DRUG,Inotuzumab
NCT06533748,DRUG,Blinatumomab
NCT06533748,DRUG,Dasatinib
NCT06533748,PROCEDURE,IT MHA
NCT06533748,DRUG,Cyclophosphamide
NCT06533748,DRUG,Cytarabine
NCT06533748,DRUG,Methotrexate
NCT06533748,DRUG,6-Mercaptopurine
NCT06533748,DRUG,Calaspargase
NCT06533748,DRUG,Daunorubicin
NCT06533748,DRUG,Thioguanine
NCT01137643,OTHER,biologic sample preservation procedure
NCT01137643,OTHER,cytology specimen collection procedure
NCT07070323,DRUG,Autologous CD5 CAR T-cells
NCT07070323,DRUG,Previous stem-cell transplantation (SCT) donor-derived CD5 CAR T-cells
NCT07070323,DRUG,Newly matched donor-derived CD5 CAR T-cells
NCT05943496,DRUG,Acalabrutinib
NCT05943496,PROCEDURE,Biospecimen Collection
NCT05943496,PROCEDURE,Bone Marrow Aspiration
NCT05943496,PROCEDURE,Bone Marrow Biopsy
NCT05943496,PROCEDURE,Computed Tomography
NCT05943496,PROCEDURE,Echocardiography
NCT05943496,BIOLOGICAL,Obinutuzumab
NCT05943496,OTHER,Questionnaire Administration
NCT05943496,BIOLOGICAL,Tafasitamab
NCT05945849,BIOLOGICAL,CD33KO-HSPC; CART33
NCT07105579,DRUG,BITE and DLI
NCT06696846,BIOLOGICAL,CD70 CAR-NK
NCT04307576,DRUG,Omitted Doxorubicin
NCT04307576,DRUG,Omitted Vincristine+Dexamethasone pulses
NCT04307576,DRUG,Inotuzumab Ozogamicin+Standard Maintenance Therapy
NCT04307576,DRUG,Imatinib
NCT04307576,DRUG,6-tioguanine+Standard Maintenance Therapy
NCT04307576,DRUG,Blinatumomab
NCT07256210,BIOLOGICAL,Donor-derived Natural Killer Cell
NCT02390635,PROCEDURE,Computed Tomography
NCT02390635,PROCEDURE,Diffusion Weighted Imaging
NCT02390635,RADIATION,Fludeoxyglucose F-18
NCT02390635,DRUG,Gadolinium
NCT02390635,PROCEDURE,Magnetic Resonance Imaging
NCT02390635,PROCEDURE,Positron Emission Tomography
NCT02390635,PROCEDURE,Three-Dimensional Spoiled Gradient MRI
NCT06561074,DRUG,Decitabine
NCT06561074,DRUG,Venetoclax
NCT06561074,DRUG,Calaspargase pegol-mknl
NCT03850574,DRUG,Tuspetinib
NCT03850574,DRUG,Venetoclax Oral Tablet
NCT03850574,DRUG,Azacitidine for Intravenous Infusion
NCT06138990,DIAGNOSTIC_TEST,Pharmacoscopy
NCT06138990,DRUG,Clinical standard-of-care (physician's choice)
NCT07441291,BIOLOGICAL,CAR-T
NCT07441291,BIOLOGICAL,DLI
NCT06262438,DRUG,Quizartinib
NCT06262438,DRUG,Etoposide
NCT06262438,DRUG,Dexrazoxane
NCT06262438,DRUG,Mitoxantrone
NCT06262438,DRUG,Cytarabine
NCT06262438,DRUG,Methotrexate
NCT06262438,DRUG,Daunorubicin
NCT06262438,DRUG,Fludarabine
NCT06262438,OTHER,allo-SCT
NCT07211958,DRUG,Revumenib
NCT07211958,DRUG,Placebo
NCT07211958,DRUG,Intensive Chemotherapy Regimen
NCT06973187,DRUG,BGB-16673
NCT06973187,DRUG,Pirtobrutinib
NCT07024706,DRUG,Acalabrutinib
NCT07024706,DRUG,Venetoclax
NCT06812104,DRUG,KK2845_1
NCT06812104,DRUG,KK2845_2
NCT06812104,DRUG,KK2845_3
NCT06812104,DRUG,KK2845_4
NCT06812104,DRUG,KK2845_5
NCT06812104,DRUG,KK2845_6
NCT06812104,DRUG,KK2845_7
NCT06812104,DRUG,KK2845_8
NCT06812104,DRUG,KK2845_alternative_1
NCT06812104,DRUG,KK2845_alternative_2
NCT04659616,PROCEDURE,Biospecimen Collection
NCT04659616,PROCEDURE,Bone Marrow Aspirate
NCT04659616,PROCEDURE,Bone Marrow Biopsy
NCT04659616,DRUG,Cytarabine
NCT04659616,DRUG,Daunorubicin
NCT04659616,PROCEDURE,Electrocardiography
NCT04659616,DRUG,Pemigatinib
NCT07523555,BIOLOGICAL,Autologous CD19/CD22 dual-target CAR-T module
NCT07523555,BIOLOGICAL,Autologous CD19/CD20 dual-target CAR-T module
NCT07523555,BIOLOGICAL,Autologous BCMA/CD19 dual-target CAR-T module
NCT07523555,BIOLOGICAL,Autologous BCMA/CD38 dual-target CAR-T module
NCT07523555,BIOLOGICAL,Autologous BCMA/GPRC5D dual-target CAR-T
NCT07523555,BIOLOGICAL,Autologous CD33/CD123 dual-target CAR-T module
NCT07523555,BIOLOGICAL,Autologous CD33/CLL1 dual-target CAR-T module
NCT07523555,BIOLOGICAL,Autologous CD5/CD7 dual-target CAR-T module
NCT05436418,DRUG,Melphalan
NCT05436418,DRUG,Sirolimus
NCT05436418,RADIATION,Total Body Irradiation (TBI)
NCT05436418,DRUG,Cyclophosphamide
NCT05436418,DRUG,Mycophenolate Mofeti
NCT05436418,DRUG,Fludarabine
NCT05436418,PROCEDURE,Allogeneic HSCT
NCT05436418,DRUG,Mesna
NCT05436418,DRUG,Filgrastim
NCT07232134,DRUG,"4 chemotherapy blocks: Course 1 AIE (cytarabine/idarubicin/etoposide), Course 2 AI (cytarabine/idarubicin), Course 3 HAD (high-dose cytarabine (1g)/daunorubicin), Course 4 HA (high-dose cytarabine)."
NCT03016806,RADIATION,Total Body Irradiation 1200 cGy
NCT03016806,RADIATION,Total Body Irradiation 200 cGy
NCT03016806,DRUG,Cyclophosphamide
NCT03016806,DRUG,Mesna
NCT03016806,PROCEDURE,Cord Blood Infusion
NCT03016806,DRUG,Busulfan
NCT03016806,DRUG,Fludarabine
NCT03016806,DRUG,Melphalan
NCT05586074,DRUG,Clifutinib
NCT05586074,DRUG,LoDAC
NCT05586074,DRUG,Azacitidine
NCT05586074,DRUG,Decitabine
NCT05586074,DRUG,Ara-C±IDA
NCT05586074,DRUG,FLAG-IDA
NCT05006716,DRUG,BGB-16673
NCT03793517,DRUG,Decitabine
NCT03793517,DRUG,mBU/CY and ATG
NCT03793517,DRUG,mBU/CY
NCT07036250,DRUG,U32 CAR-T
NCT03509961,DIAGNOSTIC_TEST,NGS-MRD
NCT03509961,DRUG,Myeloablative allogeneic HCT with a non-TBI conditioning regimen
NCT06297941,DRUG,REM-422
NCT07548983,PROCEDURE,Allogeneic Hematopoietic Stem Cell Transplantation
NCT07548983,DRUG,Azacitidine
NCT07548983,PROCEDURE,Biospecimen Collection
NCT07548983,PROCEDURE,Bone Marrow Aspiration
NCT07548983,PROCEDURE,Bone Marrow Biopsy
NCT07548983,DRUG,Cyclophosphamide
NCT07548983,PROCEDURE,Echocardiography Test
NCT07548983,OTHER,Electronic Health Record Review
NCT07548983,PROCEDURE,Multigated Acquisition Scan
NCT07548983,DRUG,Mycophenolate Mofetil
NCT07548983,OTHER,Reduced-Intensity Transplant Conditioning Procedure
NCT07548983,DRUG,Ruxolitinib
